https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XMR
1598572800000,2020-08-28 00:00:00,XMR/USD,89.832,95.54699999999998,88.992,94.43600000000002,295240.8051573725,3317.6106296899998
1598486400000,2020-08-27 00:00:00,XMR/USD,88.993,90.837,85.98,89.634,214083.1580419656,2489.91809772
1598400000000,2020-08-26 00:00:00,XMR/USD,88.685,89.78800000000001,87.202,89.118,214816.64578574296,2463.43714348
1598313600000,2020-08-25 00:00:00,XMR/USD,93.83,93.919,85.98,88.68499999999999,438263.11565393285,5097.26815136
1598227200000,2020-08-24 00:00:00,XMR/USD,91.324,94.35299999999998,90.4,93.80699999999999,153003.881661536,1692.52081484
1598140800000,2020-08-23 00:00:00,XMR/USD,94.719,94.87099999999998,90.68,91.50999999999999,124322.402907672,1371.0013554
1598054400000,2020-08-22 00:00:00,XMR/USD,92.126,95,88.624,94.881,285194.9022238347,3218.03238653
1597968000000,2020-08-21 00:00:00,XMR/USD,101.68,105.99,92.127,92.188,1430552.9150746288,15528.05274322
1597881600000,2020-08-20 00:00:00,XMR/USD,91.987,101.58,91.508,101.43999999999998,570260.9695986724,6231.8154653
1597795200000,2020-08-19 00:00:00,XMR/USD,93.722,94.51200000000001,88.817,91.96300000000001,747684.8479709012,8418.26280972
1597708800000,2020-08-18 00:00:00,XMR/USD,94.187,97.22799999999998,91.465,93.618,652333.1662235087,7132.05232847
1597622400000,2020-08-17 00:00:00,XMR/USD,91.271,95.321,89.607,93.619,728698.5607280373,8132.16111161
1597536000000,2020-08-16 00:00:00,XMR/USD,89.988,91.43900000000001,88.212,91.229,245148.9394960313,2779.08832694
1597449600000,2020-08-15 00:00:00,XMR/USD,91.497,91.81200000000001,89.346,90.017,783174.8422935479,8765.63967378
1597363200000,2020-08-14 00:00:00,XMR/USD,92.094,93.733,89.899,91.583,204168.77392941012,2271.09060089
1597276800000,2020-08-13 00:00:00,XMR/USD,89.165,92.546,85.651,92.216,329316.3692145066,3844.86309809
1597190400000,2020-08-12 00:00:00,XMR/USD,86.97,89.55,83.818,89.32200000000002,119229.84682728014,1422.48498923
1597104000000,2020-08-11 00:00:00,XMR/USD,93.783,94.873,84.478,87.409,384832.0698950312,4555.41170358
1597017600000,2020-08-10 00:00:00,XMR/USD,93.154,94.526,89.228,93.545,521626.35297642,5845.99400386
1596931200000,2020-08-09 00:00:00,XMR/USD,94.747,94.98999999999998,92.311,92.749,117803.93879501025,1276.16360775
1596844800000,2020-08-08 00:00:00,XMR/USD,93.75,95.29200000000002,91.825,94.99300000000001,181161.90170562625,1972.90391185
1596758400000,2020-08-07 00:00:00,XMR/USD,95.323,95.482,90.666,93.84700000000001,1342710.7453133708,14809.41858374
1596672000000,2020-08-06 00:00:00,XMR/USD,90.338,96.25699999999999,88.585,95.385,878449.6519140163,9916.46048331
1596585600000,2020-08-05 00:00:00,XMR/USD,87.498,90.87199999999999,86.148,90.31300000000002,196183.98260541144,2277.29004278
1596499200000,2020-08-04 00:00:00,XMR/USD,89.168,89.71900000000001,85.288,87.331,168672.2855404843,1977.67898814
1596412800000,2020-08-03 00:00:00,XMR/USD,84.976,89.494,84.018,89.005,175006.40857421898,2082.96327661
1596326400000,2020-08-02 00:00:00,XMR/USD,89.634,90.819,78.909,84.978,801243.6563954247,10154.02116863
1596240000000,2020-08-01 00:00:00,XMR/USD,84.686,89.95199999999998,83.551,89.81000000000002,366255.8202751288,4383.61982831
1596153600000,2020-07-31 00:00:00,XMR/USD,81.198,84.663,80.741,84.663,129709.28964630759,1606.4860436
1596067200000,2020-07-30 00:00:00,XMR/USD,78.75,82.87299999999999,78.714,81.01400000000001,178076.1484229951,2262.31862722
1595980800000,2020-07-29 00:00:00,XMR/USD,81.56,82.902,78.996,79.258,163074.38493413362,2064.33724409
1595894400000,2020-07-28 00:00:00,XMR/USD,78.647,83.31799999999998,78.642,81.393,276657.32509119465,3517.93348454
1595808000000,2020-07-27 00:00:00,XMR/USD,78.144,79.542,75.144,78.56899999999999,509906.68151942285,6785.72715745
1595721600000,2020-07-26 00:00:00,XMR/USD,73.62,78.58899999999998,73.284,78.27,555097.5820567491,7574.60812806
1595635200000,2020-07-25 00:00:00,XMR/USD,71.797,74.07800000000002,71.777,73.61899999999999,212466.7372201151,2960.09497778
1595548800000,2020-07-24 00:00:00,XMR/USD,73.104,73.10399999999998,71.555,71.82400000000001,374060.3080451446,5227.59147572
1595462400000,2020-07-23 00:00:00,XMR/USD,71.686,74,71.007,73.201,302559.2644732133,4260.97799475
1595376000000,2020-07-22 00:00:00,XMR/USD,69.972,71.60299999999998,69.451,71.525,75203.99408276813,1082.83529514
1595289600000,2020-07-21 00:00:00,XMR/USD,69.38,71.87400000000001,69.171,70.069,121873.77126322607,1761.92004255
1595203200000,2020-07-20 00:00:00,XMR/USD,69.301,70.34999999999998,68.901,69.28000000000002,155603.04906317432,2258.3569043
1595116800000,2020-07-19 00:00:00,XMR/USD,68.372,69.27399999999999,67.885,69.17300000000002,214005.7297964715,3152.4744759
1595030400,2020-07-18 00:00:00,XMR/USD,67.72,69.32,67.07,68.42,152994.37,2244.38
1594944000,2020-07-17 00:00:00,XMR/USD,67.74,68.52,67.2,67.72,126741.51,1869.1
1594857600,2020-07-16 00:00:00,XMR/USD,70.85,71.6,66.8,67.74,429750.6,6238.27
1594771200,2020-07-15 00:00:00,XMR/USD,67.89,72.51,67.67,70.85,501397.61,7132.2
1594684800,2020-07-14 00:00:00,XMR/USD,69.18,69.23,67.0,67.89,193655.29,2862.55
1594598400,2020-07-13 00:00:00,XMR/USD,69.3,70.22,68.0,69.18,287772.53,4153.85
1594512000,2020-07-12 00:00:00,XMR/USD,68.69,70.25,68.29,69.3,409837.53,5896.71
1594425600,2020-07-11 00:00:00,XMR/USD,67.61,69.84,67.4,68.69,109431.25,1593.14
1594339200,2020-07-10 00:00:00,XMR/USD,67.69,68.39,65.2,67.61,375125.7,5639.57
1594252800,2020-07-09 00:00:00,XMR/USD,66.3,69.46,65.13,67.69,532373.08,7878.69
1594166400,2020-07-08 00:00:00,XMR/USD,64.53,67.35,64.53,66.3,461756.27,6930.76
1594080000,2020-07-07 00:00:00,XMR/USD,64.98,65.28,63.83,64.53,260863.13,4049.0
1593993600,2020-07-06 00:00:00,XMR/USD,63.47,65.2,62.92,64.98,163160.2,2547.1
1593907200,2020-07-05 00:00:00,XMR/USD,64.27,64.56,61.47,63.47,326195.43,5208.63
1593820800,2020-07-04 00:00:00,XMR/USD,62.69,64.98,62.69,64.27,145389.89,2287.25
1593734400,2020-07-03 00:00:00,XMR/USD,65.32,65.77,62.51,62.69,247201.95,3879.62
1593648000,2020-07-02 00:00:00,XMR/USD,64.66,66.7,62.62,65.32,533845.3,8262.2
1593561600,2020-07-01 00:00:00,XMR/USD,63.4,64.72,63.3,64.66,260741.3,4067.24
1593475200,2020-06-30 00:00:00,XMR/USD,64.14,64.52,63.43,63.66,141178.25,2218.41
1593388800,2020-06-29 00:00:00,XMR/USD,63.46,64.88,62.54,64.14,327130.28,5142.78
1593302400,2020-06-28 00:00:00,XMR/USD,62.03,63.66,61.86,63.13,65881.16,1046.72
1593216000,2020-06-27 00:00:00,XMR/USD,64.03,64.35,60.06,62.03,343591.02,5535.31
1593129600,2020-06-26 00:00:00,XMR/USD,64.57,64.59,63.11,64.03,88045.57,1373.78
1593043200,2020-06-25 00:00:00,XMR/USD,64.84,65.24,63.05,64.57,202021.8,3145.03
1592956800,2020-06-24 00:00:00,XMR/USD,66.92,67.52,63.95,64.93,222441.48,3419.31
1592870400,2020-06-23 00:00:00,XMR/USD,66.1,67.44,65.5,66.92,151219.43,2267.91
1592784000,2020-06-22 00:00:00,XMR/USD,64.5,67.19,64.5,66.1,320643.21,4857.73
1592697600,2020-06-21 00:00:00,XMR/USD,64.1,65.0,64.06,64.5,110933.34,1715.98
1592611200,2020-06-20 00:00:00,XMR/USD,64.17,64.52,63.54,64.1,75767.01,1183.17
1592524800,2020-06-19 00:00:00,XMR/USD,65.06,65.23,63.44,64.17,168780.04,2619.18
1592438400,2020-06-18 00:00:00,XMR/USD,65.11,65.91,64.42,65.06,102943.38,1586.17
1592352000,2020-06-17 00:00:00,XMR/USD,65.83,66.96,64.82,65.11,315425.75,4790.36
1592265600,2020-06-16 00:00:00,XMR/USD,64.76,66.0,64.41,65.83,91877.46,1398.96
1592179200,2020-06-15 00:00:00,XMR/USD,65.45,65.47,61.8,64.76,268034.51,4277.34
1592092800,2020-06-14 00:00:00,XMR/USD,66.56,66.6,64.5,65.45,114469.27,1749.46
1592006400,2020-06-13 00:00:00,XMR/USD,65.61,66.56,65.01,66.56,59337.4,901.44
1591920000,2020-06-12 00:00:00,XMR/USD,63.81,66.45,63.07,65.61,154487.88,2356.22
1591833600,2020-06-11 00:00:00,XMR/USD,69.72,70.02,62.7,63.81,430106.13,6498.51
1591747200,2020-06-10 00:00:00,XMR/USD,68.12,69.8,67.56,69.72,203173.48,2951.75
1591660800,2020-06-09 00:00:00,XMR/USD,68.39,69.02,67.3,68.18,127444.8,1860.38
1591574400,2020-06-08 00:00:00,XMR/USD,66.47,68.53,66.27,68.39,124721.27,1840.99
1591488000,2020-06-07 00:00:00,XMR/USD,67.71,68.16,64.71,66.47,208665.39,3145.05
1591401600,2020-06-06 00:00:00,XMR/USD,67.65,68.1,67.06,67.71,51257.87,758.23
1591315200,2020-06-05 00:00:00,XMR/USD,68.01,69.49,67.25,67.65,112781.61,1640.92
1591228800,2020-06-04 00:00:00,XMR/USD,67.3,68.79,65.61,68.01,645595.5,9503.68
1591142400,2020-06-03 00:00:00,XMR/USD,66.45,68.23,66.23,67.3,111813.93,1657.27
1591056000,2020-06-02 00:00:00,XMR/USD,67.78,70.22,63.98,66.45,486076.71,7130.58
1590969600,2020-06-01 00:00:00,XMR/USD,65.02,68.57,63.42,67.78,214097.05,3231.2
1590883200,2020-05-31 00:00:00,XMR/USD,68.49,68.65,64.06,65.02,237066.29,3574.67
1590796800,2020-05-30 00:00:00,XMR/USD,66.04,68.73,65.45,68.49,207931.1,3074.51
1590710400,2020-05-29 00:00:00,XMR/USD,67.27,68.33,66.0,66.04,163783.54,2430.3
1590624000,2020-05-28 00:00:00,XMR/USD,64.46,67.58,63.41,67.27,213790.02,3250.17
1590537600,2020-05-27 00:00:00,XMR/USD,61.83,65.74,61.6,64.39,306218.65,4751.52
1590451200,2020-05-26 00:00:00,XMR/USD,61.5,62.31,60.91,61.83,47442.01,768.76
1590364800,2020-05-25 00:00:00,XMR/USD,60.63,62.36,60.0,61.5,113367.92,1858.28
1590278400,2020-05-24 00:00:00,XMR/USD,63.53,63.74,60.63,60.63,98569.45,1580.67
1590192000,2020-05-23 00:00:00,XMR/USD,62.77,65.03,62.51,63.53,566844.54,8812.56
1590105600,2020-05-22 00:00:00,XMR/USD,61.49,63.39,61.06,62.77,163300.49,2620.24
1590019200,2020-05-21 00:00:00,XMR/USD,64.54,65.0,60.1,61.49,261865.42,4182.38
1589932800,2020-05-20 00:00:00,XMR/USD,66.59,67.13,63.37,64.54,153757.94,2345.68
1589846400,2020-05-19 00:00:00,XMR/USD,66.71,67.41,65.05,66.59,162071.22,2437.6
1589760000,2020-05-18 00:00:00,XMR/USD,65.08,67.66,65.08,66.71,175645.74,2632.08
1589673600,2020-05-17 00:00:00,XMR/USD,65.31,67.53,64.58,65.08,672088.56,10132.55
1589587200,2020-05-16 00:00:00,XMR/USD,62.62,65.92,62.04,65.31,53478.17,834.07
1589500800,2020-05-15 00:00:00,XMR/USD,65.34,65.8,62.37,62.62,159797.17,2484.59
1589414400,2020-05-14 00:00:00,XMR/USD,65.1,65.72,62.46,65.34,236243.45,3689.84
1589328000,2020-05-13 00:00:00,XMR/USD,61.46,66.3,61.45,65.1,749630.49,11613.88
1589241600,2020-05-12 00:00:00,XMR/USD,59.38,62.27,59.09,61.46,147232.25,2418.69
1589155200,2020-05-11 00:00:00,XMR/USD,58.74,61.72,55.93,59.38,174884.37,2945.23
1589068800,2020-05-10 00:00:00,XMR/USD,63.05,63.05,52.93,58.74,571087.17,9989.65
1588982400,2020-05-09 00:00:00,XMR/USD,63.25,64.73,62.6,63.05,132125.26,2060.72
1588896000,2020-05-08 00:00:00,XMR/USD,64.69,65.87,63.13,63.25,691011.88,10672.81
1588809600,2020-05-07 00:00:00,XMR/USD,57.89,65.0,57.45,64.69,235364.08,3817.97
1588723200,2020-05-06 00:00:00,XMR/USD,60.31,62.08,57.3,57.89,178461.5,2992.94
1588636800,2020-05-05 00:00:00,XMR/USD,60.9,61.93,59.69,60.31,137883.01,2247.24
1588550400,2020-05-04 00:00:00,XMR/USD,62.54,62.61,58.26,60.9,237589.71,3981.03
1588464000,2020-05-03 00:00:00,XMR/USD,64.47,65.0,61.87,62.54,299720.31,4720.64
1588377600,2020-05-02 00:00:00,XMR/USD,63.31,64.9,63.3,64.47,134894.85,2103.34
1588291200,2020-05-01 00:00:00,XMR/USD,62.3,64.99,62.28,63.31,291423.12,4605.07
1588204800,2020-04-30 00:00:00,XMR/USD,66.0,68.27,61.31,62.3,765802.58,11932.01
1588118400,2020-04-29 00:00:00,XMR/USD,62.1,67.21,61.68,66.0,621739.42,9545.41
1588032000,2020-04-28 00:00:00,XMR/USD,62.32,63.75,61.11,62.17,108061.01,1723.99
1587945600,2020-04-27 00:00:00,XMR/USD,61.29,62.41,60.97,62.32,101116.18,1644.37
1587859200,2020-04-26 00:00:00,XMR/USD,60.5,61.94,59.97,61.29,147227.41,2413.35
1587772800,2020-04-25 00:00:00,XMR/USD,60.67,62.5,59.62,60.5,445641.62,7310.56
1587686400,2020-04-24 00:00:00,XMR/USD,59.21,62.44,59.21,60.67,272244.11,4471.37
1587600000,2020-04-23 00:00:00,XMR/USD,57.02,61.0,56.41,59.21,310696.98,5262.13
1587513600,2020-04-22 00:00:00,XMR/USD,55.33,57.66,54.82,57.02,138892.59,2444.12
1587427200,2020-04-21 00:00:00,XMR/USD,54.88,56.0,54.16,55.34,92676.01,1676.3
1587340800,2020-04-20 00:00:00,XMR/USD,57.18,58.5,54.0,54.88,294906.41,5273.76
1587254400,2020-04-19 00:00:00,XMR/USD,58.15,58.62,56.55,57.18,162662.18,2823.5
1587168000,2020-04-18 00:00:00,XMR/USD,56.29,58.99,55.98,58.15,132548.91,2289.62
1587081600,2020-04-17 00:00:00,XMR/USD,56.87,57.29,56.06,56.29,78786.03,1385.53
1586995200,2020-04-16 00:00:00,XMR/USD,53.29,58.0,51.77,56.87,458640.14,8312.47
1586908800,2020-04-15 00:00:00,XMR/USD,54.09,55.44,53.27,53.29,195689.87,3602.25
1586822400,2020-04-14 00:00:00,XMR/USD,53.09,55.33,52.83,54.17,102445.08,1885.93
1586736000,2020-04-13 00:00:00,XMR/USD,53.9,53.9,51.07,53.09,152068.67,2908.31
1586649600,2020-04-12 00:00:00,XMR/USD,53.94,55.73,52.99,53.9,148688.88,2731.26
1586563200,2020-04-11 00:00:00,XMR/USD,53.58,54.88,52.59,53.9,210567.62,3931.71
1586476800,2020-04-10 00:00:00,XMR/USD,58.5,58.5,52.7,53.58,450159.24,8210.56
1586390400,2020-04-09 00:00:00,XMR/USD,57.94,59.18,56.16,58.5,240655.09,4159.2
1586304000,2020-04-08 00:00:00,XMR/USD,56.07,58.32,55.63,57.94,249668.73,4333.79
1586217600,2020-04-07 00:00:00,XMR/USD,59.16,60.3,54.95,56.07,220510.68,3789.77
1586131200,2020-04-06 00:00:00,XMR/USD,53.31,59.16,53.31,59.16,240634.16,4212.02
1586044800,2020-04-05 00:00:00,XMR/USD,54.21,54.41,52.61,53.31,100168.78,1866.56
1585958400,2020-04-04 00:00:00,XMR/USD,53.0,55.47,52.25,54.25,248432.63,4581.86
1585872000,2020-04-03 00:00:00,XMR/USD,50.75,54.44,50.45,53.0,200990.87,3772.77
1585785600,2020-04-02 00:00:00,XMR/USD,48.68,53.42,48.19,50.75,598291.33,11687.08
1585699200,2020-04-01 00:00:00,XMR/USD,47.79,49.09,46.67,48.68,171523.86,3606.05
1585612800,2020-03-31 00:00:00,XMR/USD,46.76,48.49,46.47,47.79,144292.07,3035.79
1585526400,2020-03-30 00:00:00,XMR/USD,44.15,47.9,43.86,46.76,183882.0,3957.32
1585440000,2020-03-29 00:00:00,XMR/USD,47.1,47.36,44.06,44.15,352097.56,7731.47
1585353600,2020-03-28 00:00:00,XMR/USD,47.67,48.39,44.85,47.17,347128.65,7419.23
1585267200,2020-03-27 00:00:00,XMR/USD,50.47,51.69,46.95,47.67,757389.26,15370.66
1585180800,2020-03-26 00:00:00,XMR/USD,46.93,51.19,46.93,50.47,456380.58,9171.14
1585094400,2020-03-25 00:00:00,XMR/USD,47.23,48.11,45.14,46.93,238637.82,5116.4
1585008000,2020-03-24 00:00:00,XMR/USD,44.53,48.0,43.36,47.23,946154.12,20672.9
1584921600,2020-03-23 00:00:00,XMR/USD,38.21,44.62,37.58,44.53,1267508.85,29335.28
1584835200,2020-03-22 00:00:00,XMR/USD,41.08,42.7,37.77,38.21,229156.81,5678.61
1584748800,2020-03-21 00:00:00,XMR/USD,40.41,42.8,38.54,41.13,246655.58,6048.55
1584662400,2020-03-20 00:00:00,XMR/USD,40.98,45.42,36.39,40.41,618693.29,14685.18
1584576000,2020-03-19 00:00:00,XMR/USD,37.23,43.04,36.28,40.98,821580.37,20921.98
1584489600,2020-03-18 00:00:00,XMR/USD,36.54,37.6,34.25,37.23,261165.97,7238.97
1584403200,2020-03-17 00:00:00,XMR/USD,34.31,37.61,33.95,36.54,374645.64,10445.48
1584316800,2020-03-16 00:00:00,XMR/USD,38.14,38.86,29.16,34.31,1244467.37,36839.8
1584230400,2020-03-15 00:00:00,XMR/USD,36.4,41.74,35.97,38.14,295040.77,7660.11
1584144000,2020-03-14 00:00:00,XMR/USD,37.13,40.37,35.75,36.47,561892.67,14579.37
1584057600,2020-03-13 00:00:00,XMR/USD,32.34,40.59,26.1,37.16,2123055.88,62206.68
1583971200,2020-03-12 00:00:00,XMR/USD,54.36,54.68,31.21,32.34,3759577.66,92593.9
1583884800,2020-03-11 00:00:00,XMR/USD,54.98,55.76,51.26,54.36,176499.57,3276.31
1583798400,2020-03-10 00:00:00,XMR/USD,55.87,57.14,53.82,54.98,181443.33,3279.41
1583712000,2020-03-09 00:00:00,XMR/USD,56.67,57.93,52.73,55.87,562409.97,10233.8
1583625600,2020-03-08 00:00:00,XMR/USD,65.81,65.91,56.35,56.67,985458.71,16276.97
1583539200,2020-03-07 00:00:00,XMR/USD,69.45,69.97,65.49,65.81,320445.36,4732.12
1583452800,2020-03-06 00:00:00,XMR/USD,68.53,69.94,67.74,69.31,242451.83,3525.85
1583366400,2020-03-05 00:00:00,XMR/USD,65.8,70.61,65.8,68.53,319238.2,4596.87
1583280000,2020-03-04 00:00:00,XMR/USD,66.19,68.19,65.11,65.8,190687.94,2872.64
1583193600,2020-03-03 00:00:00,XMR/USD,68.94,69.13,65.31,66.19,124489.9,1857.97
1583107200,2020-03-02 00:00:00,XMR/USD,64.91,69.46,64.49,68.94,144585.34,2138.62
1583020800,2020-03-01 00:00:00,XMR/USD,66.22,67.97,63.53,64.91,254173.68,3906.23
1582934400,2020-02-29 00:00:00,XMR/USD,69.03,69.33,66.21,66.22,124030.42,1830.83
1582848000,2020-02-28 00:00:00,XMR/USD,69.91,71.45,66.15,68.56,216493.51,3177.12
1582761600,2020-02-27 00:00:00,XMR/USD,70.88,72.61,67.0,69.91,281520.58,4011.43
1582675200,2020-02-26 00:00:00,XMR/USD,76.68,77.93,68.6,70.88,435931.99,6061.76
1582588800,2020-02-25 00:00:00,XMR/USD,79.24,82.11,75.55,76.68,207234.32,2645.51
1582502400,2020-02-24 00:00:00,XMR/USD,85.46,86.5,76.88,79.24,535065.14,6601.4
1582416000,2020-02-23 00:00:00,XMR/USD,79.03,85.76,78.97,85.46,336367.96,4036.29
1582329600,2020-02-22 00:00:00,XMR/USD,80.23,82.82,78.23,79.03,177894.53,2212.61
1582243200,2020-02-21 00:00:00,XMR/USD,76.64,82.02,75.75,80.29,533083.66,6783.01
1582156800,2020-02-20 00:00:00,XMR/USD,77.79,79.08,75.0,76.64,831284.28,10738.08
1582070400,2020-02-19 00:00:00,XMR/USD,86.29,87.42,76.4,77.79,519913.65,6325.64
1581984000,2020-02-18 00:00:00,XMR/USD,82.8,87.59,81.27,86.29,627601.65,7422.03
1581897600,2020-02-17 00:00:00,XMR/USD,88.02,89.04,79.62,82.8,503615.8,6023.65
1581811200,2020-02-16 00:00:00,XMR/USD,89.01,91.87,79.56,88.02,1261576.24,14743.31
1581724800,2020-02-15 00:00:00,XMR/USD,95.03,96.85,86.3,89.01,698782.93,7613.08
1581638400,2020-02-14 00:00:00,XMR/USD,92.03,95.15,90.91,95.05,849997.6,9141.31
1581552000,2020-02-13 00:00:00,XMR/USD,94.63,95.86,89.63,92.03,625758.77,6682.27
1581465600,2020-02-12 00:00:00,XMR/USD,89.71,95.15,89.71,94.63,866707.82,9423.8
1581379200,2020-02-11 00:00:00,XMR/USD,84.72,89.89,82.69,89.71,630510.68,7200.61
1581292800,2020-02-10 00:00:00,XMR/USD,87.67,87.68,82.91,84.72,559293.88,6595.99
1581206400,2020-02-09 00:00:00,XMR/USD,80.7,87.67,80.4,87.67,827807.62,9974.08
1581120000,2020-02-08 00:00:00,XMR/USD,79.51,81.63,77.1,80.7,311087.23,3939.3
1581033600,2020-02-07 00:00:00,XMR/USD,78.11,80.62,77.84,79.51,691790.34,8751.03
1580947200,2020-02-06 00:00:00,XMR/USD,77.98,80.14,76.58,78.11,1068329.32,13528.77
1580860800,2020-02-05 00:00:00,XMR/USD,75.24,79.26,74.75,77.98,1112821.12,14464.91
1580774400,2020-02-04 00:00:00,XMR/USD,77.02,77.19,73.9,75.24,575797.53,7641.9
1580688000,2020-02-03 00:00:00,XMR/USD,75.0,78.24,74.14,77.02,786013.81,10286.67
1580601600,2020-02-02 00:00:00,XMR/USD,73.38,78.34,71.1,75.0,606029.66,8163.17
1580515200,2020-02-01 00:00:00,XMR/USD,72.14,73.96,71.21,73.38,258449.53,3556.65
1580428800,2020-01-31 00:00:00,XMR/USD,74.85,75.98,69.52,72.14,787598.11,10968.33
1580342400,2020-01-30 00:00:00,XMR/USD,69.77,75.04,68.18,74.85,964152.97,13529.39
1580256000,2020-01-29 00:00:00,XMR/USD,67.93,70.72,67.53,69.77,320382.25,4645.78
1580169600,2020-01-28 00:00:00,XMR/USD,65.63,67.93,65.14,67.93,205931.09,3100.37
1580083200,2020-01-27 00:00:00,XMR/USD,63.66,66.25,63.53,65.63,178498.77,2751.9
1579996800,2020-01-26 00:00:00,XMR/USD,61.5,64.66,61.0,63.66,219484.93,3477.24
1579910400,2020-01-25 00:00:00,XMR/USD,61.61,62.41,59.76,61.5,257388.63,4255.68
1579824000,2020-01-24 00:00:00,XMR/USD,62.61,62.99,58.1,61.61,477854.95,7946.47
1579737600,2020-01-23 00:00:00,XMR/USD,64.88,64.96,60.9,62.61,521667.53,8319.8
1579651200,2020-01-22 00:00:00,XMR/USD,65.85,66.48,64.24,64.88,101168.6,1553.9
1579564800,2020-01-21 00:00:00,XMR/USD,65.0,66.84,64.13,65.85,193754.18,2957.01
1579478400,2020-01-20 00:00:00,XMR/USD,64.99,66.4,62.1,65.0,362921.52,5625.41
1579392000,2020-01-19 00:00:00,XMR/USD,66.95,69.17,62.57,64.99,567709.4,8669.19
1579305600,2020-01-18 00:00:00,XMR/USD,68.61,70.92,66.0,66.95,573222.33,8312.64
1579219200,2020-01-17 00:00:00,XMR/USD,65.64,71.83,63.95,68.61,837736.16,12281.97
1579132800,2020-01-16 00:00:00,XMR/USD,68.15,68.74,62.39,65.64,1364071.23,21064.64
1579046400,2020-01-15 00:00:00,XMR/USD,62.71,69.18,61.4,68.15,1326551.75,20154.98
1578960000,2020-01-14 00:00:00,XMR/USD,58.0,62.77,57.66,62.71,1177322.1,19300.19
1578873600,2020-01-13 00:00:00,XMR/USD,59.21,59.29,56.73,58.0,221529.02,3850.78
1578787200,2020-01-12 00:00:00,XMR/USD,58.04,59.82,57.01,59.21,215070.38,3679.14
1578700800,2020-01-11 00:00:00,XMR/USD,58.57,64.41,57.91,58.11,759746.27,12480.5
1578614400,2020-01-10 00:00:00,XMR/USD,58.92,59.57,56.75,58.57,248937.08,4260.88
1578528000,2020-01-09 00:00:00,XMR/USD,59.4,59.57,56.81,58.92,315551.8,5442.26
1578441600,2020-01-08 00:00:00,XMR/USD,58.86,60.0,55.43,59.4,495595.77,8579.89
1578355200,2020-01-07 00:00:00,XMR/USD,58.85,59.86,55.36,58.86,492634.04,8534.57
